"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","FRA","France","2018","2018",2363306,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","FRA","France","2019","2019",2437635,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","FRA","France","2020","2020",2310469,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","FRA","France","2021","2021",2500870,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","DEU","Germany","2017","2017",3267160,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","DEU","Germany","2018","2018",3365450,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","DEU","Germany","2019","2019",3473260,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","DEU","Germany","2020","2020",3405430,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","DEU","Germany","2021","2021",3601750,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GRC","Greece","2017","2017",176903.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GRC","Greece","2018","2018",179557.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GRC","Greece","2019","2019",183351.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GRC","Greece","2020","2020",165405.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GRC","Greece","2021","2021",181674.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HUN","Hungary","2017","2017",39274757,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HUN","Hungary","2018","2018",43386710,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HUN","Hungary","2019","2019",47674187,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HUN","Hungary","2020","2020",48425421,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HUN","Hungary","2021","2021",55255130,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISL","Iceland","2017","2017",2641959.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISL","Iceland","2018","2018",2844054.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISL","Iceland","2019","2019",3023929.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISL","Iceland","2020","2020",2918755.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISL","Iceland","2021","2021",3244900.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IRL","Ireland","2017","2017",297763.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IRL","Ireland","2018","2018",326631.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IRL","Ireland","2019","2019",356704.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IRL","Ireland","2020","2020",372836.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IRL","Ireland","2021","2021",426283.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ITA","Italy","2017","2017",1736592.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ITA","Italy","2018","2018",1771391.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ITA","Italy","2019","2019",1796648.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ITA","Italy","2020","2020",1661019.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ITA","Italy","2021","2021",1787675.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","JPN","Japan","2017","2017",553073000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","JPN","Japan","2018","2018",556630100,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","JPN","Japan","2019","2019",557910800,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","JPN","Japan","2020","2020",539082400,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","JPN","Japan","2021","2021",549379300,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","KOR","Korea","2017","2017",1835698200,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","KOR","Korea","2018","2018",1898192600,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","KOR","Korea","2019","2019",1924498100,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","KOR","Korea","2020","2020",1940726200,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","KOR","Korea","2021","2021",2071658000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LUX","Luxembourg","2017","2017",58168.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LUX","Luxembourg","2018","2018",60121.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LUX","Luxembourg","2019","2019",62373.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LUX","Luxembourg","2020","2020",64781,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","LUX","Luxembourg","2021","2021",72295,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","MEX","Mexico","2017","2017",21934167.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","MEX","Mexico","2018","2018",23524390.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","MEX","Mexico","2019","2019",24445735.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","MEX","Mexico","2020","2020",23430377.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","MEX","Mexico","2021","2021",25803508.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NLD","Netherlands","2017","2017",738146,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NLD","Netherlands","2018","2018",773987,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NLD","Netherlands","2019","2019",813055,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NLD","Netherlands","2020","2020",796530,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NLD","Netherlands","2021","2021",855470,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NZL","New Zealand","2017","2017",290709,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NZL","New Zealand","2018","2018",306231,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NZL","New Zealand","2019","2019",323244,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NZL","New Zealand","2020","2020",327535,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NZL","New Zealand","2021","2021",358013,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2017","2017",3323103,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2018","2018",3576581,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2019","2019",3596937,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2020","2020",3461575,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2021","2021",4211620,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2017","2017",1982794,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2018","2018",2126506,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2019","2019",2288492,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2020","2020",2337672,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2021","2021",2631302,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2017","2017",195947.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2018","2018",205184.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2019","2019",214374.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2020","2020",200518.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2021","2021",214741,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2017","2017",84669.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2018","2018",89874.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2019","2019",94428.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2020","2020",93441.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2021","2021",100323.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2017","2017",1162492,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2018","2018",1203859,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2019","2019",1245513,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2020","2020",1117989,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2021","2021",1206842,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2017","2017",4625094,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2018","2018",4828306,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2019","2019",5049619,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2020","2020",5038538,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2021","2021",5462040,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2017","2017",684558.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2018","2018",709521.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2019","2019",716878.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2020","2020",694661.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2021","2021",731661.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Türkiye","2017","2017",3133704.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Türkiye","2018","2018",3758773.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Türkiye","2019","2019",4311732.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Türkiye","2020","2020",5048220.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Türkiye","2021","2021",7248789,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2017","2017",2085008,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2018","2018",2157410,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2019","2019",2238348,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2020","2020",2109594,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2021","2021",2270246,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2017","2017",19477337,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2018","2018",20533058,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2019","2019",21380976,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2020","2020",21060474,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2021","2021",23315081,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2017","2017",6585479,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2018","2018",7004141,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2019","2019",7389131,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2020","2020",7609597,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2021","2021",8898727,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2017","2017",179314910.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2018","2018",189434867.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2019","2019",195752228.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2020","2020",201428894.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2021","2021",240371473.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2017","2017",83203600,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2018","2018",91928110,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2019","2019",98651520,,
